"text", "translation"
"対抗するのは皐月賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","I'll be competing against you for the Satsuki Prize, Uma Musume %h_pop2."
"2番人気は皐月賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is Satsuki-sho Uma Musume %h_pop2, and she's as good as the first."
"さあ、2番人気はこの娘\n皐月賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is this girl, Satsuki Uma Musume %h_pop2, and she's got a good shot at winning."
"対抗するのは皐月賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","I'm going up against Satsuki-sho Uma Musume %h_pop2, who's as good as the favorite."
"2番人気は皐月賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second most popular is Satsuki-sho Uma Musume %h_pop2, and she's good enough to win."
"さあ、2番人気はこの娘\n皐月賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, 2nd favorite is Satsuki Sho winner %h_pop2. She's looking for a head on fight."
"対抗するのは皐月賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","I'll be competing against you for the Satsuki Prize, Uma Musume %h_pop2, and you'll be well on your way to victory."
"2番人気は皐月賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","2nd favorite is Satsuki Sho winner %h_pop2. We're hoping for a head to head contest."
"さあ、2番人気はこの娘\n皐月賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, Satsuki Uma Musume %h_pop2, and she's as good as the first."
"皐月賞ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","Satsuki Prize horse girl %h_pop3, currently the third most popular and hottest horse girl!"
"皐月賞ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","satsuki azalea is the most popular horse girl %h_pop33. Can she win the race?"
"皐月賞ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Satsuki-sho Uma Musume %h_pop3 Currently, can the 3rd favorite win the race?"
"皐月賞ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","She's the 3rd most popular horse girl in the satsuki race. %h_pop3 is definitely the best!"
"皐月賞ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Satsuki-sho Uma Musume %h_pop3 currently the 3rd most popular and definitely the most talented!"
"皐月賞ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","%h_pop3's the most popular satsuki girl in the world. The hottest horse girl in the world!"
"注目の皐月賞ウマ娘\n%h_player\n%p_waku_banでの出走","Spotlight on Satsuki-shoots with Uma Musume %h_player %p_waku_ban"
"現在、1番人気はここまで無敗皐月賞ウマ娘\n%h_pop1","Currently, the most popular is the undefeated satsuki azalea horse girl %h_pop1 so far."
"このレース、最も人気を集めているのは\nここまで無敗皐月賞ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the undefeated Satsuki Uma Musume %h_pop1, the first favorite!"
"さあ、1番人気の紹介です\nここまで無敗皐月賞ウマ娘\n%h_pop1","Let's take a look at the most popular one. So far, undefeated satsuki girl %h_pop1"
"1番人気はもちろんこの娘\nここまで無敗皐月賞ウマ娘\n%h_pop1","The favorite is of course this girl, who has been undefeated so far in the satsuki azalea race, Uma Musume %h_pop1"
"続く2番人気はここまで無敗皐月賞ウマ娘\n%h_pop2","The next favorite is the undefeated satsuki azalea horse, Uma Musume %h_pop2."
"2番人気を紹介しましょう\nここまで無敗皐月賞ウマ娘\n%h_pop2","Let me introduce you to the second favorite, the undefeated satsuki azalea horse girl %h_pop2."
"実力は負けていません\n2番人気、ここまで無敗皐月賞ウマ娘\n%h_pop2","%h_pop's a force to be reckoned with. Popularity No. 2, undefeated so far in satsuki-shoots."
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗皐月賞ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, undefeated so far in satsuki azukis %h_pop2"
"3番人気にはここまで無敗皐月賞ウマ娘\n%h_pop3","Undefeated satsuki azukis so far for the 3rd favorite, Uma Musume %h_pop3"
"3番人気はこの娘です、\nここまで無敗皐月賞ウマ娘\n%h_pop3","The third most popular girl is this one, the undefeated satsuki azalea horse girl %h_pop3 so far."
"虎視眈々と上位を狙っています\n3番人気はここまで無敗皐月賞ウマ娘\n%h_pop3","She's looking for the top spot with an eagle eye. The third most popular horse is undefeated so far, satsuki girl %h_pop3"
"人気と実力を兼ね備えた\nここまで無敗皐月賞ウマ娘\n%h_pop3\n今日は3番人気です","Undefeated so far in satsuki azukis with both popularity and power, Uma Musume %h_pop3 is the third favorite today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗皐月賞ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than the undefeated Satsuki-style Satsuki-style horse, %h_pop1, the favorite so far!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗皐月賞ウマ娘\n%h_pop1、1番人気です","Awaiting the start with dignity is the undefeated Satsuki Uma Musume %h_pop1, the favorite!"
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗皐月賞ウマ娘\n%h_pop1、1番人気です","She's undefeated so far, carrying the expectations of all the fans in the stands, and %h_pop1 is the favorite for the Satsuki Award."
"対抗するのはここまで無敗皐月賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","She'll be going head-to-head with the undefeated satsuki girl, Uma Musume %h_pop2."
"2番人気はここまで無敗皐月賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular horse is undefeated so far in the satsuki-shoots, and %h_pop2 is as good as the first."
"さあ、2番人気はこの娘\nここまで無敗皐月賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, who's undefeated so far in the satsuki-shoots, and she's got a good shot at winning."
"対抗するのはここまで無敗皐月賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Her opponent, the undefeated satsuki azalea horse girl %h_pop2, is as good as the favorite."
"2番人気はここまで無敗皐月賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second most popular horse is undefeated so far, and she's a satsuki girl %h_pop2 with a good shot at victory."
"さあ、2番人気はこの娘\nここまで無敗皐月賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is %h_pop2, and she's undefeated so far in the satsuki-shoots, so let's see what she can do."
"対抗するのはここまで無敗皐月賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Her opponent, the undefeated Satsuki Sho winner %h_pop2, has a good shot at victory."
"2番人気はここまで無敗皐月賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the undefeated satsuki girl, Uma Musume %h_pop2, and she's looking for a head-to-head matchup."
"さあ、2番人気はこの娘\nここまで無敗皐月賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","And now, the second most popular girl, the undefeated satsuki azalea horse girl %h_pop2, who's as good as the first."
"ここまで無敗皐月賞ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","The undefeated satsuki azalea horse girl %h_pop3 is currently the third most popular horse girl in the world!"
"ここまで無敗皐月賞ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","So far, %h_pop3 is the 3rd most popular satsuki-shojo horse girl. Can she win the race?"
"ここまで無敗皐月賞ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","So far, %h_pop3 is undefeated in satsuki-shoots, but will she be the third most popular?"
"ここまで無敗皐月賞ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","So far, she's undefeated in satsuki azukis, and she's the 3rd most popular horse girl. %h_pop3 is definitely the best!"
"ここまで無敗皐月賞ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Undefeated so far in the satsuki-shoots, Uma Musume %h_pop3, currently the third most popular, and definitely the most talented!"
"ここまで無敗皐月賞ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Undefeated so far, %h_pop3 is the 3rd most popular Satsuki Award winner. The hottest horse girl in the world!"
"注目のここまで無敗皐月賞ウマ娘\n%h_player\n%p_waku_banでの出走","Undefeated so far in the satsuki satsuki race with Uma Musume %h_player %p_waku_ban"
"現在、1番人気は菊花賞ウマ娘\n%h_pop1","Currently, the most popular is Kikka-sho Uma Musume %h_pop1"
"このレース、最も人気を集めているのは\n菊花賞ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is Kikka-sho Uma Musume %h_pop1, the first favorite!"
"さあ、1番人気の紹介です\n菊花賞ウマ娘\n%h_pop1","Now, let's introduce the most popular one! Chrysanthemum Prize Horse Girl %h_pop1"
"1番人気はもちろんこの娘\n菊花賞ウマ娘\n%h_pop1","The most popular is of course this girl, Kikka-sho, Uma Musume %h_pop1"
"続く2番人気は菊花賞ウマ娘\n%h_pop2","The next most popular is Kikka-sho Uma Musume %h_pop2"
"2番人気を紹介しましょう\n菊花賞ウマ娘\n%h_pop2","Let's take a look at the second most popular horse, Kikka-sho Uma Musume %h_pop2"
"実力は負けていません\n2番人気、菊花賞ウマ娘\n%h_pop2","She's as strong as they come. The second most popular horse, Kikka-sho Uma Musume %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、菊花賞ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, Kikka-sho Uma Musume %h_pop2"
"3番人気には菊花賞ウマ娘\n%h_pop3","Kikka-sho for the 3rd most popular horse girl %h_pop3"
"3番人気はこの娘です、\n菊花賞ウマ娘\n%h_pop3","The third most popular girl is this one, Kikka-sho Uma Musume %h_pop3"
"虎視眈々と上位を狙っています\n3番人気は菊花賞ウマ娘\n%h_pop3","I've got my eye on the top spot. The third most popular is the Kikka-sho, the horse girl %h_pop3"
"人気と実力を兼ね備えた\n菊花賞ウマ娘\n%h_pop3\n今日は3番人気です","Kikka-sho Horse Girl %h_pop3, who is both popular and talented, is the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\n菊花賞ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, Kikka-sho horsegirl %h_pop1, the number 1 favorite!"
"威風堂々とスタートを待つのはこのウマ娘\n菊花賞ウマ娘\n%h_pop1、1番人気です","Waiting for the majestic start is this horse girl, Kikka-sho Uma Musume %h_pop1, the favorite!"
"スタンドに押しかけた\nファンの期待を一身に背負って\n菊花賞ウマ娘\n%h_pop1、1番人気です","%h_pop1's the most popular horse girl in the Kikka-sho, carrying the expectations of all the fans in the stands."
"対抗するのは菊花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The opposing team will be looking at the Kikka-sho Uma Musume %h_pop2 in a head-to-head battle."
"2番人気は菊花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is Kikka-sho, and %h_pop2 is as good as the first."
"さあ、2番人気はこの娘\n菊花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, and she's good enough to win the Kikka-sho."
"対抗するのは菊花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","My opponent is the winner of the Kikka-sho Uma Musume %h_pop2, and she's as good as the favorite."
"2番人気は菊花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second most popular is Kikka-sho Uma Musume %h_pop2, and she's well on her way to victory."
"さあ、2番人気はこの娘\n菊花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, let's see who's the second favorite for the Kikka-sho Uma Musume %h_pop2 head-to-head matchup."
"対抗するのは菊花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The opposition is the Kikka-sho Uma Musume %h_pop2, and she's well on her way to victory."
"2番人気は菊花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second most popular is the Kikka-sho, and we're looking at a head-to-head matchup between the Uma Musume %h_pop2"
"さあ、2番人気はこの娘\n菊花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second most popular is this girl, Kikka-sho Uma Musume %h_pop2, who is as good as the first favorite."
"菊花賞ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","The Chrysanthemum Prize Horse Girl %h_pop3 is currently the third most popular horse girl in the world!"
"菊花賞ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","%h_pop3's the 3rd most popular horse girl in the Chrysanthemum Awards. Can a victory over the rest of the field happen?"
"菊花賞ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Kikka-shoUmamusume %h_pop3 Currently, can the third most popular win happen?"
"菊花賞ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","She's the 3rd most popular horse girl in the Chrysanthemum Awards. %h_pop3 is definitely the best!"
"菊花賞ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Chrysanthemum Prize, Uma Musume %h_pop3, currently the third most popular, and definitely the most talented!"
"菊花賞ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","An Uma Musume to look out for, Kikka Sho winner and currently 3rd favorite %h_pop3!"
"注目の菊花賞ウマ娘\n%h_player\n%p_waku_banでの出走","Featured in the Kikka-sho Uma Musume %h_player %p_waku_ban"
"現在、1番人気はここまで無敗菊花賞ウマ娘\n%h_pop1","Currently, the most popular is the undefeated Kikka-sho Uma Musume %h_pop1 so far."
"このレース、最も人気を集めているのは\nここまで無敗菊花賞ウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the undefeated Kikka-sho Uma Musume %h_pop1, the first favorite!"
"さあ、1番人気の紹介です\nここまで無敗菊花賞ウマ娘\n%h_pop1","Now, let's take a look at the most popular. The undefeated chrysanthemum winner so far, Uma Musume %h_pop1."
"1番人気はもちろんこの娘\nここまで無敗菊花賞ウマ娘\n%h_pop1","The favorite is, of course, this girl, undefeated so far in the Chrysanthemum Prizes, Uma Musume %h_pop1"
"続く2番人気はここまで無敗菊花賞ウマ娘\n%h_pop2","The next favorite is the undefeated chrysanthemum winner, Uma Musume %h_pop2."
"2番人気を紹介しましょう\nここまで無敗菊花賞ウマ娘\n%h_pop2","Let's take a look at the second favorite, so far undefeated in the Kikka-sho, Uma Musume %h_pop2."
"実力は負けていません\n2番人気、ここまで無敗菊花賞ウマ娘\n%h_pop2","She's a force to be reckoned with. The second most popular horse, undefeated so far in the Kikka-sho Uma Musume %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗菊花賞ウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, undefeated so far in the Kikka-sho Uma Musume %h_pop2"
"3番人気にはここまで無敗菊花賞ウマ娘\n%h_pop3","The third favorite is the undefeated chrysanthemum winner so far, Uma Musume %h_pop3."
"3番人気はこの娘です、\nここまで無敗菊花賞ウマ娘\n%h_pop3","The third most popular is this girl, undefeated so far in the Chrysanthemum Prize, Uma Musume %h_pop3"
"虎視眈々と上位を狙っています\n3番人気はここまで無敗菊花賞ウマ娘\n%h_pop3","I've been watching him vigilantly, trying to get him to the top. The third most popular horse is the undefeated Kikka-sho Uma Musume %h_pop3"
"人気と実力を兼ね備えた\nここまで無敗菊花賞ウマ娘\n%h_pop3\n今日は3番人気です","The undefeated Kikka-sho Uma Musume %h_pop3 so far, who combines popularity and ability, is the third favorite today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗菊花賞ウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than the undefeated Kikka-sho horsegirl %h_pop1, the number 1 favorite so far!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗菊花賞ウマ娘\n%h_pop1、1番人気です","Awaiting the start with dignity is the undefeated Kikka-sho Uma Musume %h_pop1, the favorite!"
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗菊花賞ウマ娘\n%h_pop1、1番人気です","She's undefeated so far in the Chrysanthemum Prize, carrying the expectations of all the fans in the stands, and %h_pop1 is the most popular."
"対抗するのはここまで無敗菊花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The opponent is the undefeated Kikka-sho Uma Musume %h_pop2, and she's looking for a head-to-head matchup."
"2番人気はここまで無敗菊花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular horse is undefeated so far in the Kikka-sho Uma Musume %h_pop2, and her ability is as good as the first."
"さあ、2番人気はこの娘\nここまで無敗菊花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, who's undefeated so far in the Kikka-sho, and she's got a good shot at winning."
"対抗するのはここまで無敗菊花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The opponent is the undefeated Kikka-sho Uma Musume %h_pop2, who is as good as the favorite."
"2番人気はここまで無敗菊花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is the undefeated Kikka-sho, and %h_pop2 is got a good shot at winning."
"さあ、2番人気はこの娘\nここまで無敗菊花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is %h_pop2, undefeated so far in the Chrysanthemum Prize, and she's going to be a head-to-head matchup."
"対抗するのはここまで無敗菊花賞ウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The opposing team is the undefeated Kikka-sho Uma Musume %h_pop2, and she has a good shot at victory."
"2番人気はここまで無敗菊花賞ウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second favorite is the undefeated Kikka-sho so far, and she's looking for a head-to-head matchup with Uma Musume %h_pop2."
"さあ、2番人気はこの娘\nここまで無敗菊花賞ウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is %h_pop2, undefeated so far in the Chrysanthemum Prize, and she's as good as the first favorite."
"ここまで無敗菊花賞ウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","So far, she's undefeated in the Chrysanthemum Prize, and %h_pop3 is the third most popular horse girl in the world!"
"ここまで無敗菊花賞ウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","So far, %h_pop3 is the 3rd most popular undefeated horse girl in the Kikka-sho. Is it possible for her to win?"
"ここまで無敗菊花賞ウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","3rd favorite, so far undefeated Kikka Sho girl %h_pop3! Will she attain victory!?"
"ここまで無敗菊花賞ウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","So far, she's the 3rd most popular undefeated horse girl in the Kikka-sho. %h_pop3 is definitely the best!"
"ここまで無敗菊花賞ウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Undefeated so far in the Chrysanthemum Prize, Uma Musume %h_pop3 is currently the third most popular and definitely the most talented!"
"ここまで無敗菊花賞ウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Undefeated so far, %h_pop3 is the 3rd most popular horse girl in the world. The hottest horse girl in town!"
"注目のここまで無敗菊花賞ウマ娘\n%h_player\n%p_waku_banでの出走","Noted, undefeated so far in Kikka-sho, run by Uma Musume %h_player %p_waku_ban"
"現在、1番人気はオークスウマ娘\n%h_pop1","Currently, the most popular is Oaks Uma Musume %h_pop1"
"このレース、最も人気を集めているのは\nオークスウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is Oaks Uma Musume %h_pop1, the first favorite!"
"さあ、1番人気の紹介です\nオークスウマ娘\n%h_pop1","Now, let's introduce the most popular one! OrcsHumamus %h_pop1"
"1番人気はもちろんこの娘\nオークスウマ娘\n%h_pop1","The most popular is of course this girl, Oaks Uma Musume %h_pop1"
"続く2番人気はオークスウマ娘\n%h_pop2","The next most popular is Oaks Uma Musume %h_pop2"
"2番人気を紹介しましょう\nオークスウマ娘\n%h_pop2","Let's take a look at the second most popular Oaks horse girl %h_pop2"
"実力は負けていません\n2番人気、オークスウマ娘\n%h_pop2","She's a force to be reckoned with. The second most popular, the Oaks horse girl %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、オークスウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second most popular is this girl, Oaks Uma Musume %h_pop2"
"3番人気にはオークスウマ娘\n%h_pop3","The third most popular is Oaks Uma Musume %h_pop3"
"3番人気はこの娘です、\nオークスウマ娘\n%h_pop3","The third most popular girl is this one, Oaks Uma Musume %h_pop3"
"虎視眈々と上位を狙っています\n3番人気はオークスウマ娘\n%h_pop3","The third favorite is the winner of the Oaks. The third most popular is Oaks Uma Musume %h_pop3"
"人気と実力を兼ね備えた\nオークスウマ娘\n%h_pop3\n今日は3番人気です","The popular and talented Oaks horse girl %h_pop3 is the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nオークスウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than this horsegirl, Oaks horsegirl %h_pop1, the number 1 favorite!"
"威風堂々とスタートを待つのはこのウマ娘\nオークスウマ娘\n%h_pop1、1番人気です","Waiting majestically for the start is this Uma Musume Oaks Uma Musume %h_pop1, the favorite!"
"スタンドに押しかけた\nファンの期待を一身に背負って\nオークスウマ娘\n%h_pop1、1番人気です","The Oaks Uma Musume %h_pop1, carrying the expectations of all the fans in the stands, is the most popular!"
"対抗するのはオークスウマ娘\n%h_pop2\n真っ向勝負に注目だ","The opposing team is Oaks Uma Musume %h_pop2, and we're looking at a head-to-head battle."
"2番人気はオークスウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is Oaks Uma Musume %h_pop2, and she's as good as the first."
"さあ、2番人気はこの娘\nオークスウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second most popular is %h_pop2, Oaks, and she's good enough to win."
"対抗するのはオークスウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The opponent is the Oaks Uma Musume %h_pop2, who is as good as the favorite."
"2番人気はオークスウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second most popular is Oaks Uma Musume %h_pop2, and she's well on her way to victory."
"さあ、2番人気はこの娘\nオークスウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, let's see who the second favorite is, this girl, Oaks Uma Musume %h_pop2."
"対抗するのはオークスウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The opposing team is the Oaks Uma Musume %h_pop2, and they're well on their way to victory."
"2番人気はオークスウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second most popular is Oaks Uma Musume %h_pop2, who's looking to go head-to-head."
"さあ、2番人気はこの娘\nオークスウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is this girl, Oaks Uma Musume %h_pop2, who is as good as the first favorite."
"オークスウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","Oaks Umamusume %h_pop3 is currently the third most popular horse girl in the world!"
"オークスウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","The third of our favourites, Oaks winner %h_pop3. Can a victory over the rest of the field happen!?"
"オークスウマ娘\n%h_pop3\n現在、3番人気\n下剋上は起りうるのか！？","Oaks Umamusume %h_pop3 Currently, can the third most popular win happen?"
"オークスウマ娘\n%h_pop3\n3番人気です\n実力は間違いなく上位です！","She's the 3rd favorite to win the Oaks. %h_pop3 is definitely the best of the bunch!"
"オークスウマ娘\n%h_pop3\n現在、3番人気\n実力は間違いなく上位です！","Oaks Umamusume %h_pop3 Currently, the third most popular, and definitely the most talented!"
"オークスウマ娘\n%h_pop3\n3番人気です\n注目株のウマ娘だ！","Oaks winner %h_pop3, third favourite. Look out for her!"
"注目のオークスウマ娘\n%h_player\n%p_waku_banでの出走","Noted Oaks Uma Musume %h_player %p_waku_ban in the running"
"現在、1番人気はここまで無敗オークスウマ娘\n%h_pop1","Currently, the most popular is the undefeated Oaks Uma Musume %h_pop1 so far."
"このレース、最も人気を集めているのは\nここまで無敗オークスウマ娘\n%h_pop1、1番人気です","The most popular horse in this race is the undefeated Oaks girl %h_pop1 so far, the first favorite!"
"さあ、1番人気の紹介です\nここまで無敗オークスウマ娘\n%h_pop1","Now, let's take a look at the most popular. The undefeated Oaks girl %h_pop1"
"1番人気はもちろんこの娘\nここまで無敗オークスウマ娘\n%h_pop1","The most popular, of course, is this girl, so far undefeated in the Oaks, Uma Musume %h_pop1"
"続く2番人気はここまで無敗オークスウマ娘\n%h_pop2","The second most popular horse is the undefeated Oaks girl %h_pop2."
"2番人気を紹介しましょう\nここまで無敗オークスウマ娘\n%h_pop2","Let's take a look at the second favorite, so far undefeated in the Oaks, Uma Musume %h_pop2."
"実力は負けていません\n2番人気、ここまで無敗オークスウマ娘\n%h_pop2","She's a force to be reckoned with. The second most popular and so far undefeated Oaks horse girl %h_pop2"
"この評価は少し不満か？\n2番人気はこの娘、ここまで無敗オークスウマ娘\n%h_pop2","Is this rating a little unsatisfactory? The second favorite is this girl, who is so far undefeated in the Oaks Uma Musume %h_pop2"
"3番人気にはここまで無敗オークスウマ娘\n%h_pop3","Undefeated so far in the Oaks for the third favorite, Uma Musume %h_pop3"
"3番人気はこの娘です、\nここまで無敗オークスウマ娘\n%h_pop3","The third most popular is %h_pop, undefeated so far in the Oaks."
"虎視眈々と上位を狙っています\n3番人気はここまで無敗オークスウマ娘\n%h_pop3","I've got my eye on the top spot. The third most popular horse is the undefeated Oaks horse girl %h_pop3"
"人気と実力を兼ね備えた\nここまで無敗オークスウマ娘\n%h_pop3\n今日は3番人気です","The undefeated Oaks Uma Musume %h_pop3 so far, who combines popularity and power, is the third most popular today."
"さあ、今日の主役はこのウマ娘をおいて他にいない\nここまで無敗オークスウマ娘\n%h_pop1、1番人気です","Now, the star of the show today is none other than the undefeated Oaks horsegirl %h_pop1, the number 1 favorite so far!"
"威風堂々とスタートを待つのはこのウマ娘\nここまで無敗オークスウマ娘\n%h_pop1、1番人気です","Waiting for the majestic start is the undefeated Oaks Uma Musume %h_pop1, the favorite!"
"スタンドに押しかけた\nファンの期待を一身に背負って\nここまで無敗オークスウマ娘\n%h_pop1、1番人気です","She's undefeated so far, carrying the expectations of all the fans in the stands, and she's the most popular Orcs girl %h_pop1!"
"対抗するのはここまで無敗オークスウマ娘\n%h_pop2\n真っ向勝負に注目だ","My opponent is the undefeated Orcs Uma Musume %h_pop2, and I'm looking forward to a head-to-head matchup."
"2番人気はここまで無敗オークスウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","The second most popular is undefeated so far in the Oaks, and %h_pop2 is as good as the first."
"さあ、2番人気はこの娘\nここまで無敗オークスウマ娘\n%h_pop2\n十分に勝利を狙えますよ","Now, the second favorite is %h_pop2, undefeated so far in the Oaks, and she's got a good shot at winning."
"対抗するのはここまで無敗オークスウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Her opponents are the undefeated Oaks girls, and %h_pop2 is as good as the favorite."
"2番人気はここまで無敗オークスウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The second favorite is undefeated so far in the Oaks, and %h_pop2 is got a good shot at winning."
"さあ、2番人気はこの娘\nここまで無敗オークスウマ娘\n%h_pop2\n真っ向勝負に注目だ","Now, the second favorite is %h_pop2, undefeated so far in the Oaks, and she's looking for a head-to-head battle."
"対抗するのはここまで無敗オークスウマ娘\n%h_pop2\n十分に勝利を狙えますよ","The opposing team is the undefeated Oaks Uma Musume %h_pop2, and she has a good shot at victory."
"2番人気はここまで無敗オークスウマ娘\n%h_pop2\n真っ向勝負に注目だ","The second favorite is undefeated Oaks girl %h_pop2, and we're looking at a head-to-head matchup."
"さあ、2番人気はこの娘\nここまで無敗オークスウマ娘\n%h_pop2\n実力は1番人気にも引けを取りません","Now, the second favorite is %h_pop2, undefeated so far in the Oaks, and she's as good as the first favorite."
"ここまで無敗オークスウマ娘\n%h_pop3\n現在、3番人気\n注目株のウマ娘だ！","She's undefeated so far in the Oaks, and %h_pop3 is currently the third most popular horse girl in the world!"
"ここまで無敗オークスウマ娘\n%h_pop3\n3番人気です\n下剋上は起りうるのか！？","So far, %h_pop3 is the 3rd most popular undefeated Oaks horse girl. Can she win the championship?"
